597763.333 4060819.206 -86.1346
597568.667 4060719.108 -81.7397
597666.000 4060719.108 -85.7384
597763.333 4060719.108 -86.2263
597568.667 4060619.010 -86.7806
597666.000 4060619.010 -86.4125
597763.333 4060619.010 -86.09
597568.667 4060518.912 -86.7025
597666.000 4060518.912 -86.2631
597763.333 4060518.912 -85.9606
597568.667 4060418.814 -86.1494
597666.000 4060418.814 -82.8262
597763.333 4060418.814 -85.9375
597568.667 4060318.716 -85.8969
597666.000 4060318.716 -85.4569
597763.333 4060318.716 -85.865
597568.667 4060218.618 -85.675
597666.000 4060218.618 -85.2944
597763.333 4060218.618 -85.3969
597568.667 4060118.520 -85.3925
597666.000 4060118.520 -85.0437
597763.333 4060118.520 -85.1294
597568.667 4060018.422 -85.0769
597666.000 4060018.422 -84.8906
597763.333 4060018.422 -84.6819
597568.667 4059918.324 -84.9262
597666.000 4059918.324 -84.7262
597763.333 4059918.324 -84.2081
597568.667 4059818.225 -84.9444
597666.000 4059818.225 -84.5106
597763.333 4059818.225 -84.2381
597568.667 4059718.127 -84.8106
597666.000 4059718.127 -84.5312
597763.333 4059718.127 -84.2244
597568.667 4059618.029 -84.6713
597666.000 4059618.029 -84.4075
597763.333 4059618.029 -84.1406
597568.667 4059517.931 -84.5294
597666.000 4059517.931 -84.26
597763.333 4059517.931 -84.0387
597568.667 4059417.833 -84.4038
597666.000 4059417.833 -84.0663
597763.333 4059417.833 -83.9338
597568.667 4059317.735 -84.2475
597666.000 4059317.735 -83.7962
597763.333 4059317.735 -83.7438
597568.667 4059217.637 -83.9325
597666.000 4059217.637 -83.6356
597763.333 4059217.637 -83.4775
597568.667 4059117.539 -83.79
597666.000 4059117.539 -83.5369
597763.333 4059117.539 -83.1306
597568.667 4059017.441 -83.6494
597666.000 4059017.441 -83.3206
597763.333 4059017.441 -82.96
597568.667 4058917.343 -83.51
597666.000 4058917.343 -83.0763
597763.333 4058917.343 -82.8231
597568.667 4058817.245 -83.3187
597666.000 4058817.245 -82.9925
597763.333 4058817.245 -82.5863
597568.667 4058717.147 -83.0837
597666.000 4058717.147 -82.8288
597763.333 4058717.147 -82.3681
597568.667 4058617.049 -83.0219
597666.000 4058617.049 -82.5713
597763.333 4058617.049 -82.0694
597568.667 4058516.951 -82.8262
597666.000 4058516.951 -82.3313
597763.333 4058516.951 -82.0006
597568.667 4058416.853 -82.61
597666.000 4058416.853 -82.2006
597763.333 4058416.853 -81.8375
597568.667 4058316.755 -82.3569
597666.000 4058316.755 -82.0306
597763.333 4058316.755 -81.58
597568.667 4058216.657 -82.2269
597666.000 4058216.657 -81.8938
597763.333 4058216.657 -81.4669
597568.667 4058116.559 -82.0513
597666.000 4058116.559 -81.6419
597763.333 4058116.559 -81.2337
597568.667 4058016.461 -81.8794
597666.000 4058016.461 -81.3906
597763.333 4058016.461 -81.0419
597568.667 4057916.363 -81.5769
597666.000 4057916.363 -81.2419
597763.333 4057916.363 -80.8313
597568.667 4057816.265 -81.4625
597666.000 4057816.265 -80.9681
597763.333 4057816.265 -80.8875
597568.667 4057716.167 -80.9994
597666.000 4057716.167 -80.7219
597763.333 4057716.167 -80.2457
597568.667 4057616.069 -80.5638
597666.000 4057616.069 -80.195
597763.333 4057616.069 -80.0413
597568.667 4057515.971 -80.155
597666.000 4057515.971 -79.9006
597763.333 4057515.971 -79.5238
597568.667 4057415.873 -79.6231
597666.000 4057415.873 -79.3787
